Enorllment_ID,Course
2022AP1395,APL744
2022AP1396,APL744
2022AP1397,APL744
2022AP1398,APL744
2022AP1399,APL744
2022AP1400,APL744
2022AP1401,APL744
2022AP1402,APL744
2022AP1403,APL744
2022AP1404,APL744
2022AP1405,APL744
2022AP1406,APL744
2022AP1407,APL744
2022AP1408,APL744
2022AP1409,APL744
2022BB1410,BBL331
2022BB1411,BBL331
2022BB1412,BBL331
2022BB1413,BBL331
2022BB1414,BBL331
2022BB1415,BBL331
2022BB1416,BBL331
2022BB1417,BBL331
2022BB1418,BBL331
2022BB1419,BBL331
2022BB1420,BBL331
2022BB1421,BBL331
2022BB1422,BBL331
2022BB1423,BBL331
2022BB1424,BBL331
2022BB1425,BBL331
2022BB1426,BBL331
2022BB1427,BBL331
2022BB1428,BBL331
2022BB1429,BBL331
2022BB1430,BBL331
2022BB1431,BBL331
2022BB1432,BBL331
2022BB1433,BBL331
2022BB1434,BBL331
2022BB1435,BBL331
2022BB1436,BBL331
2022BB1437,BBL331
2022BB1438,BBL331
2022BB1439,BBL331
2022BB1440,BBL331
2022BB1441,BBL331
2022BB1442,BBL331
2022BB1443,BBL331
2022BB1444,BBL331
2022BB1445,BBL331
2022BB1446,BBL331
2022BB1447,BBL331
2022BB1448,BBL331
2022BB1449,BBL331
2022BB1450,BBL331
2022BB1451,BBL331
2022BB1452,BBL331
2022BB1453,BBL331
2022BB1454,BBL331
2022BB1455,BBL331
2022BB1456,BBL331
2022BB1457,BBL331
2022BB1458,BBL331
2022BB1459,BBL331
2022BB1460,BBL331
2022BB1461,BBL331
2022BB1462,BBL331
2022BB1463,BBL331
2022BB1464,BBL331
2022BB1465,BBL331
2022BB1466,BBL331
2022BB1467,BBL331
2022BB1468,BBL331
2022BB1469,BBL331
2022BB1470,BBL331
2022BB1471,BBL331
2022BB1472,BBL331
2022BB1473,BBL331
2022BB1474,BBL331
2022BB1475,BBL331
2022BB1476,BBL331
2022BB1477,BBL331
2022BB1478,BBL331
2022BB1479,BBL331
2022BB1480,BBL331
2022BB1481,BBL331
2022BB1482,BBL331
2022BB1483,BBL331
2022BB1484,BBL331
2022BB1485,BBL331
2022BB1486,BBL331
2022BB1487,BBL331
2022BB1488,BBL331
2022BB1489,BBL331
2022BB1490,BBL732
2022BB1491,BBL732
2022BB1492,BBL732
2022BB1493,BBL732
2022BB1494,BBL732
2022BB1495,BBL732
2022BB1496,BBL732
2022BB1497,BBL732
2022BB1498,BBL732
2022BB1499,BBL732
2022BB1500,BBL732
2022BB1501,BBL732
2022BB1502,BBL732
2022BB1503,BBL732
2022BB1504,BBL732
2022BB1505,BBL732
2022BB1506,BBL732
2022BB1507,BBL732
2022BB1508,BBL732
2022BB1509,BBL732
2022BB1510,BBL732
2022BB1511,BBL732
2022BB1512,BBL732
2022BB1513,BBL732
2022BB1514,BBL732
2022BB1515,BBL732
2022BB1516,BBL732
2022BB1517,BBL732
2022BB1518,BBL732
2022BB1519,BBL732
2022BB1520,BBL732
2022BB1521,BBL732
2022BB1522,BBL732
2022BB1523,BBL732
2022BB1524,BBL732
2022BB1525,BBL732
2022BB1526,BBL732
2022BB1527,BBL732
2022BB1528,BBL732
2022BB1529,BBL732
2022BB1530,BBL732
2022BB1531,BBL732
2022BB1532,BBL732
2022BB1533,BBL732
2022BB1534,BBL732
2022BB1535,BBL732
2022BB1536,BBL732
2022BB1537,BBL732
2022BB1538,BBL732
2022BB1539,BBL732
2022BB1540,BBL732
2022BB1541,BBL732
2022BB1542,BBL732
2022BB1543,BBL732
2022BB1544,BBL732
2022BB1545,BBL732
2022BB1546,BBL732
2022BB1547,BBL732
2022BB1548,BBL732
2022BB1549,BBL732
2022BB1550,BBL732
2022BB1551,BBL732
2022BB1552,BBL732
2022BB1553,BBL732
2022BB1554,BBL732
2022BB1555,BBL732
2022BB1556,BBL732
2022BB1557,BBL732
2022BB1558,BBL732
2022BB1559,BBL732
2022BB1560,BBL732
2022BB1561,BBL732
2022BB1562,BBL732
2022BB1563,BBL732
2022BB1564,BBL732
2022BB1565,BBL732
2022BB1566,BBL732
2022BB1567,BBL732
2022BB1568,BBL732
2022BB1569,BBL732
2022BB1570,BBL771
2022BB1571,BBL771
2022BB1572,BBL771
2022BB1573,BBL771
2022BB1574,BBL771
2022BB1575,BBL771
2022BB1576,BBL771
2022BB1577,BBL771
2022BB1578,BBL771
2022BB1579,BBL771
2022BB1580,BBL771
2022BB1581,BBL771
2022BB1582,BBL771
2022BB1583,BBL771
2022BB1584,BBL771
2022BB1585,BBL771
2022BB1586,BBL771
2022BB1587,BBL771
2022BB1588,BBL771
2022BB1589,BBL771
2022BB1590,BBL771
2022BB1591,BBL771
2022BB1592,BBL771
2022BB1593,BBL771
2022BB1594,BBL771
2022BB1595,BBL771
2022BB1596,BBL771
2022BB1597,BBL771
2022BB1598,BBL771
2022BB1599,BBL771
2022BB1600,BBL771
2022BB1601,BBL771
2022BB1602,BBL771
2022BB1603,BBL771
2022BB1604,BBL771
2022BB1605,BBL771
2022BB1606,BBL771
2022BB1607,BBL771
2022BB1608,BBL771
2022BB1609,BBL771
2022CR1610,CRL725
2022CR1611,CRL725
2022CR1612,CRL725
2022CR1613,CRL725
2022CR1614,CRL725
2022CR1615,CRL725
2022CR1616,CRL725
2022CR1617,CRL725
2022CR1618,CRL725
2022CR1619,CRL725
2022CR1620,CRL725
2022CR1621,CRL725
2022CR1622,CRL725
2022CR1623,CRL725
2022CR1624,CRL725
2022CR1625,CRL725
2022CR1626,CRL725
2022CR1627,CRL725
2022CR1628,CRL725
2022CR1629,CRL725
2022CR1630,CRL725
2022CR1631,CRL725
2022CR1632,CRL725
2022CR1633,CRL725
2022CR1634,CRL725
2022CR1635,CRL725
2022CR1636,CRL725
2022CR1637,CRL725
2022CR1638,CRL725
2022CR1639,CRL725
2022CR1640,CRL725
2022CR1641,CRL725
2022CR1642,CRL725
2022CR1643,CRL725
2022CR1644,CRL725
2022CR1645,CRL725
2022CR1646,CRL725
2022CR1647,CRL725
2022CR1648,CRL725
2022CR1649,CRL725
2022CR1650,CRL725
2022CR1651,CRL725
2022CR1652,CRL725
2022CR1653,CRL725
2022CR1654,CRL725
2022CR1655,CRL725
2022CR1656,CRL725
2022CR1657,CRL725
2022CR1658,CRL725
2022CR1659,CRL725
2022AS1660,ASL733
2022AS1661,ASL733
2022AS1662,ASL733
2022AS1663,ASL733
2022AS1664,ASL733
2022AS1665,ASL733
2022AS1666,ASL733
2022AS1667,ASL733
2022AS1668,ASL733
2022AS1669,ASL733
2022AS1670,ASL733
2022AS1671,ASL733
2022AS1672,ASL733
2022AS1673,ASL733
2022AS1674,ASL733
2022AS1675,ASL733
2022AS1676,ASL733
2022AS1677,ASL733
2022AS1678,ASL733
2022AS1679,ASL733
2022AS1680,ASL733
2022AS1681,ASL733
2022AS1682,ASL733
2022AS1683,ASL733
2022AS1684,ASL733
2022AS1685,ASL733
2022AS1686,ASL733
2022AS1687,ASL733
2022AS1688,ASL733
2022AS1689,ASL733
2022AS1690,ASL733
2022AS1691,ASL733
2022AS1692,ASL733
2022AS1693,ASL733
2022AS1694,ASL733
2022AS1695,ASL733
2022AS1696,ASL733
2022AS1697,ASL733
2022AS1698,ASL733
2022AS1699,ASL733
2022IT1700,ITL703
2022IT1701,ITL703
2022IT1702,ITL703
2022IT1703,ITL703
2022IT1704,ITL703
2022IT1705,ITL703
2022IT1706,ITL703
2022IT1707,ITL703
2022IT1708,ITL703
2022IT1709,ITL703
2022IT1710,ITL703
2022IT1711,ITL703
2022IT1712,ITL703
2022IT1713,ITL703
2022IT1714,ITL703
2022IT1715,ITL703
2022IT1716,ITL703
2022IT1717,ITL703
2022IT1718,ITL703
2022IT1719,ITL703
2022IT1720,ITL703
2022IT1721,ITL703
2022IT1722,ITL703
2022IT1723,ITL703
2022IT1724,ITL703
2022IT1725,ITL703
2022IT1726,ITL703
2022IT1727,ITL703
2022IT1728,ITL703
2022IT1729,ITL703
2022BM1730,BML880
2022BM1731,BML880
2022BM1732,BML880
2022BM1733,BML880
2022BM1734,BML880
2022BM1735,BML880
2022BM1736,BML880
2022BM1737,BML880
2022BM1738,BML880
2022BM1739,BML880
2022BM1740,BML880
2022BM1741,BML880
2022BM1742,BML880
2022BM1743,BML880
2022BM1744,BML880
2022BM1745,BML880
2022BM1746,BML880
2022BM1747,BML880
2022BM1748,BML880
2022BM1749,BML880
2022BM1750,BML880
2022BM1751,BML880
2022BM1752,BML880
2022BM1753,BML880
2022BM1754,BML880
2022BM1755,BML880
2022BM1756,BML880
2022BM1757,BML880
2022BM1758,BML880
2022BM1759,BML880
2022BM1760,BML880
2022BM1761,BML880
2022BM1762,BML880
2022BM1763,BML880
2022BM1764,BML880
2022BM1765,BML880
2022BM1766,BML880
2022BM1767,BML880
2022BM1768,BML880
2022BM1769,BML880
2022BM1770,BML880
2022BM1771,BML880
2022BM1772,BML880
2022BM1773,BML880
2022BM1774,BML880
2022BM1775,BML880
2022BM1776,BML880
2022BM1777,BML880
2022BM1778,BML880
2022BM1779,BML880
2022BM1780,BML880
2022BM1781,BML880
2022BM1782,BML880
2022BM1783,BML880
2022BM1784,BML880
2022BM1785,BML880
2022BM1786,BML880
2022BM1787,BML880
2022BM1788,BML880
2022BM1789,BML880
2022RD1790,RDL710
2022RD1791,RDL710
2022RD1792,RDL710
2022RD1793,RDL710
2022RD1794,RDL710
2022RD1795,RDL710
2022RD1796,RDL710
2022RD1797,RDL710
2022RD1798,RDL710
2022RD1799,RDL710
2022RD1800,RDL710
2022RD1801,RDL710
2022RD1802,RDL710
2022RD1803,RDL710
2022RD1804,RDL710
2022RD1805,RDL710
2022RD1806,RDL710
2022RD1807,RDL710
2022RD1808,RDL710
2022RD1809,RDL710
2022RD1810,RDL710
2022RD1811,RDL710
2022RD1812,RDL710
2022RD1813,RDL710
2022RD1814,RDL710
2022RD1815,RDL710
2022RD1816,RDL710
2022RD1817,RDL710
2022RD1818,RDL710
2022RD1819,RDL710
2022RD1820,RDL710
2022RD1821,RDL710
2022RD1822,RDL710
2022RD1823,RDL710
2022RD1824,RDL710
2022RD1825,RDL710
2022RD1826,RDL710
2022RD1827,RDL710
2022RD1828,RDL710
2022RD1829,RDL710
2022RD1830,RDL710
2022RD1831,RDL710
2022RD1832,RDL710
2022RD1833,RDL710
2022RD1834,RDL710
2022RD1835,RDL710
2022RD1836,RDL710
2022RD1837,RDL710
2022RD1838,RDL710
2022RD1839,RDL710
2022RD1840,RDL710
2022RD1841,RDL710
2022RD1842,RDL710
2022RD1843,RDL710
2022RD1844,RDL710
2022RD1845,RDL710
2022RD1846,RDL710
2022RD1847,RDL710
2022RD1848,RDL710
2022RD1849,RDL710
2022RD1850,RDL710
2022RD1851,RDL710
2022RD1852,RDL710
2022RD1853,RDL710
2022RD1854,RDL710
2022RD1855,RDL710
2022RD1856,RDL710
2022RD1857,RDL710
2022RD1858,RDL710
2022RD1859,RDL710
2022RD1860,RDL710
2022RD1861,RDL710
2022RD1862,RDL710
2022RD1863,RDL710
2022RD1864,RDL710
2022RD1865,RDL780
2022RD1866,RDL780
2022RD1867,RDL780
2022RD1868,RDL780
2022RD1869,RDL780
2022RD1870,RDL780
2022RD1871,RDL780
2022RD1872,RDL780
2022RD1873,RDL780
2022RD1874,RDL780
2022RD1875,RDL780
2022RD1876,RDL780
2022RD1877,RDL780
2022RD1878,RDL780
2022RD1879,RDL780
2022RD1880,RDL780
2022RD1881,RDL780
2022RD1882,RDL780
2022RD1883,RDL780
2022RD1884,RDL780
2022RD1885,RDL780
2022RD1886,RDL780
2022RD1887,RDL780
2022RD1888,RDL780
2022RD1889,RDL780
2022RD1890,RDL780
2022RD1891,RDL780
2022RD1892,RDL780
2022RD1893,RDL780
2022RD1894,RDL780
2022RD1895,RDL780
2022RD1896,RDL780
2022RD1897,RDL780
2022RD1898,RDL780
2022RD1899,RDL780
2022RD1900,RDL780
2022RD1901,RDL780
2022RD1902,RDL780
2022RD1903,RDL780
2022RD1904,RDL780
2022CL1905,CLL110
2022CL1906,CLL110
2022CL1907,CLL110
2022CL1908,CLL110
2022CL1909,CLL110
2022CL1910,CLL110
2022CL1911,CLL110
2022CL1912,CLL110
2022CL1913,CLL110
2022CL1914,CLL110
2022CL1915,CLL110
2022CL1916,CLL110
2022CL1917,CLL110
2022CL1918,CLL110
2022CL1919,CLL110
2022CL1920,CLL110
2022CL1921,CLL110
2022CL1922,CLL110
2022CL1923,CLL110
2022CL1924,CLL110
2022CL1925,CLL110
2022CL1926,CLL110
2022CL1927,CLL110
2022CL1928,CLL110
2022CL1929,CLL110
2022CL1930,CLL110
2022CL1931,CLL110
2022CL1932,CLL110
2022CL1933,CLL110
2022CL1934,CLL110
2022CL1935,CLL110
2022CL1936,CLL110
2022CL1937,CLL110
2022CL1938,CLL110
2022CL1939,CLL110
2022CL1940,CLL110
2022CL1941,CLL110
2022CL1942,CLL110
2022CL1943,CLL110
2022CL1944,CLL110
2022CL1945,CLL110
2022CL1946,CLL110
2022CL1947,CLL110
2022CL1948,CLL110
2022CL1949,CLL110
2022CL1950,CLL110
2022CL1951,CLL110
2022CL1952,CLL110
2022CL1953,CLL110
2022CL1954,CLL110
2022CL1955,CLL110
2022CL1956,CLL110
2022CL1957,CLL110
2022CL1958,CLL110
2022CL1959,CLL110
2022CL1960,CLL110
2022CL1961,CLL110
2022CL1962,CLL110
2022CL1963,CLL110
2022CL1964,CLL110
2022CL1965,CLL110
2022CL1966,CLL110
2022CL1967,CLL110
2022CL1968,CLL110
2022CL1969,CLL110
2022CL1970,CLL110
2022CL1971,CLL110
2022CL1972,CLL110
2022CL1973,CLL110
2022CL1974,CLL110
2022CL1975,CLL110
2022CL1976,CLL110
2022CL1977,CLL110
2022CL1978,CLL110
2022CL1979,CLL110
2022CL1980,CLL110
2022CL1981,CLL110
2022CL1982,CLL110
2022CL1983,CLL110
2022CL1984,CLL110
2022CL1985,CLL110
2022CL1986,CLL110
2022CL1987,CLL110
2022CL1988,CLL110
2022CL1989,CLL110
2022CL1990,CLL110
2022CL1991,CLL110
2022CL1992,CLL110
2022CL1993,CLL110
2022CL1994,CLL110
2022CL1995,CLL110
2022CL1996,CLL110
2022CL1997,CLL110
2022CL1998,CLL110
2022CL1999,CLL110
2022CL2000,CLL110
2022CL2001,CLL110
2022CL2002,CLL110
2022CL2003,CLL110
2022CL2004,CLL110
2022CL2005,CLL110
2022CL2006,CLL110
2022CL2007,CLL110
2022CL2008,CLL110
2022CL2009,CLL110
2022CL2010,CLL110
2022CL2011,CLL110
2022CL2012,CLL110
2022CL2013,CLL110
2022CL2014,CLL110
2022CL2015,CLL110
2022CL2016,CLL110
2022CL2017,CLL110
2022CL2018,CLL110
2022CL2019,CLL110
2022CL2020,CLL110
2022CL2021,CLL110
2022CL2022,CLL110
2022CL2023,CLL110
2022CL2024,CLL110
2022CL2025,CLL110
2022CL2026,CLL110
2022CL2027,CLL110
2022CL2028,CLL110
2022CL2029,CLL110
2022CL2030,CLL110
2022CL2031,CLL110
2022CL2032,CLL110
2022CL2033,CLL110
2022CL2034,CLL110
2022CL2035,CLL110
2022CL2036,CLL110
2022CL2037,CLL110
2022CL2038,CLL110
2022CL2039,CLL110
2022CL2040,CLL110
2022CL2041,CLL110
2022CL2042,CLL110
2022CL2043,CLL110
2022CL2044,CLL110
2022CL2045,CLL110
2022CL2046,CLL110
2022CL2047,CLL110
2022CL2048,CLL110
2022CL2049,CLL110
2022CL2050,CLL110
2022CL2051,CLL110
2022CL2052,CLL110
2022CL2053,CLL110
2022CL2054,CLL110
2022CL2055,CLL110
2022CL2056,CLL110
2022CL2057,CLL110
2022CL2058,CLL110
2022CL2059,CLL110
2022CL2060,CLL110
2022CL2061,CLL110
2022CL2062,CLL110
2022CL2063,CLL110
2022CL2064,CLL110
2022CL2065,CLL110
2022CL2066,CLL110
2022CL2067,CLL110
2022CL2068,CLL110
2022CL2069,CLL110
2022CL2070,CLL110
2022CL2071,CLL110
2022CL2072,CLL110
2022CL2073,CLL110
2022CL2074,CLL110
2022CL2075,CLL110
2022CL2076,CLL110
2022CL2077,CLL110
2022CL2078,CLL110
2022CL2079,CLL110
2022CL2080,CLL110
2022CL2081,CLL110
2022CL2082,CLL110
2022CL2083,CLL110
2022CL2084,CLL110
2022CL2085,CLL110
2022CL2086,CLL110
2022CL2087,CLL110
2022CL2088,CLL110
2022CL2089,CLL110
2022CL2090,CLL110
2022CL2091,CLL110
2022CL2092,CLL110
2022CL2093,CLL110
2022CL2094,CLL110
2022CL2095,CLL110
2022CL2096,CLL110
2022CL2097,CLL110
2022CL2098,CLL110
2022CL2099,CLL110
2022CL2100,CLL110
2022CL2101,CLL110
2022CL2102,CLL110
2022CL2103,CLL110
2022CL2104,CLL110
2022CL2105,CLL110
2022CL2106,CLL110
2022CL2107,CLL110
2022CL2108,CLL110
2022CL2109,CLL110
2022CL2110,CLL110
2022CL2111,CLL110
2022CL2112,CLL110
2022CL2113,CLL110
2022CL2114,CLL110
2022CL2115,CLL110
2022CL2116,CLL110
2022CL2117,CLL110
2022CL2118,CLL110
2022CL2119,CLL110
2022CL2120,CLL110
2022CL2121,CLL110
2022CL2122,CLL110
2022CL2123,CLL110
2022CL2124,CLL110
2022CL2125,CLL110
2022CL2126,CLL110
2022CL2127,CLL110
2022CL2128,CLL110
2022CL2129,CLL110
2022CL2130,CLL110
2022CL2131,CLL110
2022CL2132,CLL110
2022CL2133,CLL110
2022CL2134,CLL110
2022CL2135,CLL110
2022CL2136,CLL110
2022CL2137,CLL110
2022CL2138,CLL110
2022CL2139,CLL110
2022CL2140,CLL110
2022CL2141,CLL110
2022CL2142,CLL110
2022CL2143,CLL110
2022CL2144,CLL110
2022CL2145,CLL110
2022CL2146,CLL110
2022CL2147,CLL110
2022CL2148,CLL110
2022CL2149,CLL110
2022CL2150,CLL110
2022CL2151,CLL110
2022CL2152,CLL110
2022CL2153,CLL110
2022CL2154,CLL110
2022CL2155,CLL110
2022CL2156,CLL110
2022CL2157,CLL110
2022CL2158,CLL110
2022CL2159,CLL110
2022CL2160,CLL110
2022CL2161,CLL110
2022CL2162,CLL110
2022CL2163,CLL110
2022CL2164,CLL110
2022CL2165,CLL222
2022CL2166,CLL222
2022CL2167,CLL222
2022CL2168,CLL222
2022CL2169,CLL222
2022CL2170,CLL222
2022CL2171,CLL222
2022CL2172,CLL222
2022CL2173,CLL222
2022CL2174,CLL222
2022CL2175,CLL222
2022CL2176,CLL222
2022CL2177,CLL222
2022CL2178,CLL222
2022CL2179,CLL222
2022CL2180,CLL222
2022CL2181,CLL222
2022CL2182,CLL222
2022CL2183,CLL222
2022CL2184,CLL222
2022CL2185,CLL222
2022CL2186,CLL222
2022CL2187,CLL222
2022CL2188,CLL222
2022CL2189,CLL222
2022CL2190,CLL222
2022CL2191,CLL222
2022CL2192,CLL222
2022CL2193,CLL222
2022CL2194,CLL222
2022CL2195,CLL222
2022CL2196,CLL222
2022CL2197,CLL222
2022CL2198,CLL222
2022CL2199,CLL222
2022CL2200,CLL222
2022CL2201,CLL222
2022CL2202,CLL222
